,epoch,t_dice_0,t_dice_1,t_dice_2,t_dice_3,v_dice_0,v_dice_1,v_dice_2,v_dice_3,t_loss,v_loss
0,61,0.9978396407763164,0.8089880617459615,0.7137223649024963,0.809969980319341,0.9957438558340073,0.434719804674387,0.34044341184198856,0.42697104439139366,0.05052187775572141,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
1,62,0.9979736351966858,0.8189603598912557,0.7268284567197164,0.828700088908275,0.9959150552749634,0.49479295313358307,0.3429154306650162,0.3830633610486984,0.04662373751401901,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
2,63,0.9980266833305359,0.8196209796269734,0.7247508947054545,0.8344814280668894,0.9950454980134964,0.45935459434986115,0.32805414497852325,0.29229607805609703,0.044350083072980245,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
3,64,0.9979471858342489,0.8176647623380026,0.725126310189565,0.8440627312660217,0.9958064258098602,0.4687887132167816,0.3330685570836067,0.3176029995083809,0.042989962249994275,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
4,65,0.9981182066599528,0.8255019656817119,0.7362080764770508,0.8544474925597508,0.9957320392131805,0.44699352234601974,0.3306674435734749,0.3640081761404872,0.04022083794077237,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
5,66,0.9981984241803488,0.8273344985644022,0.7400392158826192,0.8347124083836873,0.9956151843070984,0.4594106525182724,0.3633342608809471,0.45581405609846115,0.03869236479202906,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
6,67,0.997857882976532,0.8099284688631694,0.6952634159723917,0.731736265818278,0.9951644539833069,0.4026573598384857,0.27263404056429863,0.35966938734054565,0.04292983623842398,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
7,68,0.9975705830256144,0.7996726314226786,0.6989493052164714,0.7512802565097809,0.9955452531576157,0.48974232748150826,0.35764366388320923,0.319651335477829,0.042697563096880914,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
8,69,0.9980728133519491,0.8244871576627095,0.7355990703900656,0.8356464728713036,0.9959013909101486,0.45764994621276855,0.3334769196808338,0.2985049355775118,0.03661327776809534,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
9,70,0.998284424940745,0.834657100836436,0.7470334323247274,0.8672424121697744,0.9957324862480164,0.4822962284088135,0.35135892406105995,0.38605858385562897,0.03407113860050837,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
10,71,0.998260289033254,0.8354221375783285,0.7466744915644328,0.8522139104207357,0.9960202574729919,0.5011506229639053,0.369931697845459,0.38444609567523,0.03330361507833004,"[0.10825048014521599, 0.10277668759226799, 0.11105082929134369, 0.11050697602331638, 0.10687996260821819, 0.10686085186898708, 0.12899547815322876, 0.10053445026278496, 0.10820114240050316, 0.10411077365279198, 0.10151520743966103, 0.09753797203302383, 0.10240363515913486, 0.0943789565935731, 0.09403480216860771, 0.10999198071658611, 0.11026382632553577, 0.1073429211974144, 0.10113031603395939, 0.12190667353570461, 0.10208073817193508, 0.10620644316077232, 0.10198172461241484, 0.10438560042530298, 0.10677891876548529, 0.09783931821584702, 0.10634581372141838, 0.11739712953567505, 0.12184850499033928, 0.09813008178025484, 0.10770455002784729, 0.1161059383302927, 0.11642623879015446, 0.11154388729482889, 0.12157437391579151, 0.09684619680047035, 0.11568087432533503, 0.1204153848811984, 0.11458044871687889, 0.11440075561404228]"
