,epoch,t_dice_0,t_dice_1,t_dice_2,t_dice_3,v_dice_0,v_dice_1,v_dice_2,v_dice_3,t_loss,v_loss
0,1.0,0.7911789504686991,0.05274992309510708,0.02150832993288835,0.02264365258316199,0.9615883231163025,0.02906893379986286,0.029383526649326086,0.01441845647059381,1.1431798632939656,0.8748494535684586
1,2.0,0.958609987894694,0.05013604993621508,0.034000127514203386,0.03514069837362816,0.9870620667934418,0.02657526545226574,0.05666548642329872,0.0174907537875697,0.8808876212437947,0.788653776049614
2,3.0,0.9771743043263753,0.055196304420630136,0.03435577527309457,0.046916435142047706,0.9804491996765137,0.0445427424274385,0.06855579861439764,0.06249000318348408,0.8046318252881368,1.1977308541536331
3,4.0,0.9831564354896546,0.15399064185718694,0.06345046177506447,0.0695643842088369,0.9895209670066833,0.21649020723998547,0.11772532109171152,0.0556795597076416,0.7473395180702209,0.7485584318637848
4,5.0,0.9860753385225932,0.3634248955051104,0.0738012632727623,0.05854937123988445,0.9803275913000107,0.149959372356534,0.050968514318810776,0.046042469213716686,0.6944509140650431,0.6835767775774002
5,6.0,0.9880828801790873,0.4587645012140274,0.061840677509705226,0.06371105621568858,0.9876961559057236,0.24096345156431198,0.10222822614014149,0.041535480493621435,0.6485895395278931,0.6320862919092178
6,7.0,0.9890074221293131,0.5031974573930105,0.08181493905683358,0.07232558434867921,0.9936557114124298,0.2666693329811096,0.027819669572636485,0.2049376768991351,0.6087758588790894,0.5657092183828354
7,8.0,0.989524647394816,0.5208825103441874,0.09878772240132093,0.07276028076186776,0.9937594532966614,0.3441958762705326,0.03380138397915289,0.18771989234664943,0.5751303060849507,0.5342729389667511
8,9.0,0.9903982313474019,0.5456482628981273,0.11472262849410375,0.09793590159155428,0.9918632358312607,0.28312284871935844,0.03515850327676162,0.02386576638673432,0.5431579462687175,0.5178129598498344
9,10.0,0.9910068011283875,0.5556733373800914,0.15921264986197153,0.11177884380333125,0.9925776124000549,0.3188791833817959,0.07039655873086303,0.06160558751435019,0.5144473727544149,0.49323344975709915
10,11.0,0.9926212350527446,0.5719720129172007,0.22032814438144366,0.14700216555036605,0.9941339790821075,0.337903268635273,0.07158119045197964,0.06420982163399458,0.48593889832496645,0.45270921289920807
11,12.0,0.9936146553357442,0.5910319459438323,0.2699779007832209,0.2348163486404034,0.9908339977264404,0.26433002203702927,0.049836158752441406,0.09598772384924814,0.45874028364817304,0.4590592384338379
12,13.0,0.9938802496592204,0.6081254450480144,0.2874346923828125,0.30702839945918337,0.9801342338323593,0.22048528119921684,0.151452224701643,0.10995085909962654,0.43335688471794126,0.4736693948507309
13,14.0,0.993866651058197,0.5941597278912862,0.27251885761817296,0.3265477891887228,0.9935297071933746,0.4064585566520691,0.12572168000042439,0.21380400215275586,0.4102583042780558,0.379442036151886
14,15.0,0.9942295416196187,0.6156002374490103,0.301057110230128,0.37212144969652095,0.9852897077798843,0.27178044244647026,0.10238676518201828,0.10831973818130791,0.38437909483909605,0.397378072142601
15,16.0,0.9944828033447266,0.6273428444067637,0.32709076325098674,0.39865088152388733,0.9929638504981995,0.36873920261859894,0.16145878285169601,0.2063645776361227,0.36010491728782656,0.3389074504375458
16,17.0,0.9946418062845865,0.6276740129788717,0.3527376228570938,0.41335508863131204,0.9932543188333511,0.4070603922009468,0.19715469516813755,0.2194679904350778,0.3383839476108551,0.3133927509188652
17,18.0,0.9947868323326111,0.6348403124014537,0.39340378165245055,0.43039512579484535,0.993279442191124,0.40541552007198334,0.1898621879518032,0.19502703472971916,0.31736734708150227,0.30383774638175964
18,19.0,0.9948053781191508,0.6406785480181376,0.40802498201529186,0.4356636058158862,0.9948954284191132,0.4523041769862175,0.17935731448233128,0.24685514345765114,0.29950422207514443,0.28262730687856674
19,20.0,0.9950392572085063,0.6502132558822632,0.4079865590731303,0.44021184810592484,0.9940512180328369,0.42648786306381226,0.24126160144805908,0.1955382637679577,0.28256164987881977,0.2645769268274307
20,21.0,0.9953869334856669,0.6671439500649771,0.43954544425010683,0.4443219862304007,0.9941204786300659,0.45073628425598145,0.26015324518084526,0.2641005665063858,0.2660594556728999,0.24684857577085495
21,22.0,0.9956690565745036,0.6851572497685751,0.46520944794019065,0.45871395369370777,0.9942899942398071,0.43964002281427383,0.28383487462997437,0.25835275650024414,0.2507882328828176,0.2359706573188305
22,23.0,0.9956617164611816,0.6874617258707683,0.4405165700117747,0.4435880529036513,0.9946705102920532,0.4302065670490265,0.29279373213648796,0.28074483200907707,0.2398426999648412,0.2233203798532486
23,24.0,0.995522251923879,0.6785390059153239,0.45073877056439715,0.4463810450832049,0.994093507528305,0.42986980825662613,0.2637746334075928,0.23213829286396503,0.22875336349010467,0.22263779863715172
24,25.0,0.9959000182151795,0.7000452121098836,0.5001426045099894,0.46518378376960756,0.9945700615644455,0.41719478368759155,0.16448609344661236,0.29908616095781326,0.21411048809687297,0.21340800449252129
25,26.0,0.9960521888732911,0.7079783113797505,0.5062887835502624,0.46771504580664136,0.9941256791353226,0.3519282415509224,0.2980128042399883,0.2685524858534336,0.20331853330135347,0.20403948053717613
26,27.0,0.996115972995758,0.7103765026728313,0.5213378822803497,0.4716398603717486,0.9948749095201492,0.5079589188098907,0.3027953654527664,0.2455800324678421,0.19278429488341015,0.18193931877613068
27,28.0,0.9961642297108968,0.7135072294871012,0.536804720958074,0.4710392626700923,0.9957395195960999,0.5320802628993988,0.3001939579844475,0.29194850474596024,0.18214188754558563,0.16445864737033844
28,29.0,0.9963242737452189,0.7205365896224976,0.5450872202714284,0.48497791747252145,0.9958720058202744,0.5103178173303604,0.323162741959095,0.3507992848753929,0.17269218941529593,0.15478668734431267
29,30.0,0.9960743530591329,0.7137940573692322,0.5189904038111369,0.4714607500641917,0.9910457134246826,0.40403421968221664,0.2376158945262432,0.14658517396310344,0.168634894490242,0.19305311888456345
30,31.0,0.9958801658948263,0.699729548295339,0.5111904438336691,0.4685159695148468,0.9954908788204193,0.48564790189266205,0.3064303286373615,0.3000445906072855,0.1625491182009379,0.15180295333266258
31,32.0,0.9963354301452637,0.727870671749115,0.551456952492396,0.4776635173956553,0.9958433210849762,0.45820120722055435,0.3449525162577629,0.3528425619006157,0.15208390494187674,0.13846773095428944
32,33.0,0.9965631461143494,0.739699612458547,0.5887868817647298,0.5003972178728631,0.9952041208744049,0.5015534460544586,0.3263115733861923,0.32746800780296326,0.14317396064599355,0.148592296987772
33,34.0,0.9966940228144328,0.7478077348073323,0.6013307968775431,0.5115610124667486,0.9953974187374115,0.5169457495212555,0.34342551976442337,0.35236044228076935,0.13637452373902004,0.13534655421972275
34,35.0,0.9967352668444316,0.751832234064738,0.6008202032248179,0.5122512784600258,0.9952033013105392,0.5060974508523941,0.34328845143318176,0.39215634390711784,0.13116558243830997,0.13511989824473858
35,36.0,0.9968241747220358,0.7549816552797953,0.6094396511713663,0.5194815176725388,0.9950831383466721,0.4490579143166542,0.3202047757804394,0.4250582084059715,0.12508575121561685,0.14019653759896755
36,37.0,0.996658136844635,0.7420103867848714,0.5692998945713044,0.5029443321625392,0.995256245136261,0.4730938896536827,0.3109160754829645,0.3619164936244488,0.1244657352566719,0.14125551283359528
37,38.0,0.996767672697703,0.7549369994799296,0.6167417923609416,0.5177066061894099,0.9948817640542984,0.46861279010772705,0.34122956544160843,0.38077717274427414,0.11700524359941483,0.13168378174304962
38,39.0,0.9969351045290629,0.7619333648681641,0.6270461277167002,0.5292818113168081,0.9948963969945908,0.4955842047929764,0.3263808712363243,0.37129316478967667,0.11137286166350047,0.13421458192169666
39,40.0,0.9970362257957458,0.7666944440205892,0.630443365573883,0.5346462966998419,0.9952884316444397,0.49129893630743027,0.35539720207452774,0.30246345791965723,0.10728430231412252,0.1291930489242077
40,41.0,0.9970012021064758,0.7636101595560709,0.6226091583569845,0.532165472706159,0.9946221709251404,0.45918193459510803,0.29400407522916794,0.39566902816295624,0.10519740521907807,0.13122877664864063
